Date,Region,Category,Sales,Inventory,Promo_Flag,Holiday_Flag,Year,Month,Day,DayOfWeek,Quarter,IsLocalHoliday,Sales_Lag_1,Sales_Lag_7,Sales_Lag_30,Sales_Rolling_Mean_7,Sales_Rolling_Mean_30,Sales_Rolling_Std_7
2023-12-14,South,Electronics,91,92,0,0,2023,12,14,3,4,0,143.0,90.0,220.0,163.14285714285714,145.0,48.0049600611874
2023-12-15,South,Electronics,143,106,0,0,2023,12,15,4,4,0,91.0,229.0,202.0,150.85714285714286,143.03333333333333,38.3815431834477
2023-12-16,South,Electronics,187,177,0,0,2023,12,16,5,4,0,143.0,142.0,93.0,157.28571428571428,146.16666666666666,40.367950512398245
2023-12-17,South,Electronics,196,186,0,0,2023,12,17,6,4,0,187.0,154.0,183.0,163.28571428571428,146.6,42.843569279081265
2023-12-18,South,Electronics,85,133,0,0,2023,12,18,0,4,0,196.0,221.0,124.0,143.85714285714286,145.3,43.144828084907125
2023-12-19,South,Electronics,139,121,0,0,2023,12,19,1,4,0,85.0,162.0,89.0,140.57142857142858,146.96666666666667,42.4022685826169
2023-12-20,South,Electronics,76,99,0,0,2023,12,20,2,4,0,139.0,143.0,127.0,131.0,145.26666666666668,48.836461788299076
2023-12-21,South,Electronics,321,179,0,1,2023,12,21,3,4,0,76.0,91.0,90.0,163.85714285714286,152.96666666666667,82.91849124577821
2023-12-22,South,Electronics,348,427,0,1,2023,12,22,4,4,0,321.0,143.0,173.0,193.14285714285714,158.8,107.02247205054432
2023-12-23,South,Electronics,339,385,0,1,2023,12,23,5,4,0,348.0,187.0,170.0,214.85714285714286,164.43333333333334,120.17962746298927
2023-12-24,South,Electronics,278,182,0,1,2023,12,24,6,4,0,339.0,196.0,117.0,226.57142857142858,169.8,122.01756313861438
2023-12-25,South,Electronics,232,344,0,1,2023,12,25,0,4,0,278.0,85.0,110.0,247.57142857142858,173.86666666666667,105.06324625807902
2023-12-26,South,Electronics,252,371,0,1,2023,12,26,1,4,0,232.0,139.0,98.0,263.7142857142857,179.0,93.66378575471316
2023-12-27,South,Electronics,108,171,0,1,2023,12,27,2,4,0,252.0,76.0,127.0,268.2857142857143,178.36666666666667,83.16793109068429
2023-12-28,South,Electronics,237,214,0,1,2023,12,28,3,4,0,108.0,321.0,103.0,256.2857142857143,182.83333333333334,80.30507307701555
2023-12-29,South,Electronics,310,176,0,1,2023,12,29,4,4,0,237.0,348.0,186.0,250.85714285714286,186.96666666666667,74.11798830564841
2023-12-30,South,Electronics,135,144,0,1,2023,12,30,5,4,0,310.0,339.0,117.0,221.71428571428572,187.56666666666666,73.78959792480778
2023-12-31,South,Electronics,316,331,0,1,2023,12,31,6,4,0,135.0,278.0,118.0,227.14285714285714,194.16666666666666,79.77557807463944
2024-01-01,South,Electronics,231,203,0,0,2024,1,1,0,1,0,316.0,232.0,133.0,227.0,197.43333333333334,79.76632539277902
2024-01-02,South,Electronics,228,169,0,0,2024,1,2,1,1,0,231.0,252.0,221.0,223.57142857142858,197.66666666666666,79.02501111010625
2024-01-03,South,Electronics,67,75,0,0,2024,1,3,2,1,0,228.0,108.0,203.0,217.71428571428572,193.13333333333333,89.8029589076633
2024-01-04,South,Electronics,236,126,0,0,2024,1,4,3,1,0,67.0,237.0,166.0,217.57142857142858,195.46666666666667,89.7679548295813
2024-01-05,South,Electronics,74,90,0,0,2024,1,5,4,1,0,236.0,310.0,168.0,183.85714285714286,192.33333333333334,93.5083393276212
2024-01-06,South,Electronics,117,125,0,0,2024,1,6,5,1,0,74.0,135.0,90.0,181.28571428571428,193.23333333333332,95.30602339431711
2024-01-07,South,Electronics,177,180,0,0,2024,1,7,6,1,0,117.0,316.0,229.0,161.42857142857142,191.5,74.84396467063372
2024-01-08,South,Electronics,207,240,0,0,2024,1,8,0,1,0,177.0,231.0,142.0,158.0,193.66666666666666,71.6054001687956
2024-01-09,South,Electronics,332,222,1,0,2024,1,9,1,1,0,207.0,228.0,154.0,172.85714285714286,199.6,95.38942738659709
2024-01-10,South,Electronics,203,142,0,0,2024,1,10,2,1,0,332.0,67.0,221.0,192.28571428571428,199.0,83.32209448022448
2024-01-11,South,Electronics,116,68,0,0,2024,1,11,3,1,0,203.0,236.0,162.0,175.14285714285714,197.46666666666667,85.15364265339963
2024-01-12,South,Electronics,107,73,0,0,2024,1,12,4,1,0,116.0,74.0,143.0,179.85714285714286,196.26666666666668,79.33563422033556
2024-01-13,South,Electronics,196,120,1,0,2024,1,13,5,1,0,107.0,117.0,91.0,191.14285714285714,199.76666666666668,74.36717145674032
2024-01-14,South,Electronics,219,166,1,0,2024,1,14,6,1,0,196.0,177.0,143.0,197.14285714285714,202.3,74.72935293762562
2024-01-15,South,Electronics,98,66,0,0,2024,1,15,0,1,0,219.0,207.0,187.0,181.57142857142858,199.33333333333334,83.20828713306788
2024-01-16,South,Electronics,182,219,0,0,2024,1,16,1,1,0,98.0,332.0,196.0,160.14285714285714,198.86666666666667,51.15150232863362
2024-01-17,South,Electronics,105,159,0,0,2024,1,17,2,1,0,182.0,203.0,85.0,146.14285714285714,199.53333333333333,50.877069397482096
2024-01-18,South,Electronics,180,193,1,0,2024,1,18,3,1,0,105.0,116.0,139.0,155.28571428571428,200.9,50.30478534465134
2024-01-19,South,Electronics,203,173,0,0,2024,1,19,4,1,0,180.0,107.0,76.0,169.0,205.13333333333333,47.97916214358085
2024-01-20,South,Electronics,107,83,0,0,2024,1,20,5,1,0,203.0,196.0,321.0,156.28571428571428,198.0,51.30859020253284
2024-01-21,South,Electronics,224,267,0,0,2024,1,21,6,1,0,107.0,219.0,348.0,157.0,193.86666666666667,52.351376931907794
2024-01-22,South,Electronics,140,79,0,0,2024,1,22,0,1,0,224.0,98.0,339.0,163.0,187.23333333333332,46.54746681256336
2024-01-23,South,Electronics,90,103,0,0,2024,1,23,1,1,0,140.0,182.0,278.0,149.85714285714286,180.96666666666667,52.850192593243
2024-01-24,South,Electronics,81,53,0,0,2024,1,24,2,1,0,90.0,105.0,232.0,146.42857142857142,175.93333333333334,56.87078084821532
2024-01-25,South,Electronics,91,106,0,0,2024,1,25,3,1,0,81.0,180.0,252.0,133.71428571428572,170.56666666666666,58.050880802144434
2024-01-26,South,Electronics,146,123,0,0,2024,1,26,4,1,0,91.0,203.0,108.0,125.57142857142857,171.83333333333334,50.1758811344561
2024-01-27,South,Electronics,177,199,0,0,2024,1,27,5,1,0,146.0,107.0,237.0,135.57142857142858,169.83333333333334,52.76633125664256
2024-01-28,South,Electronics,117,81,0,0,2024,1,28,6,1,0,177.0,224.0,310.0,120.28571428571429,163.4,35.579555392174036
2024-01-29,South,Electronics,202,133,0,0,2024,1,29,0,1,0,117.0,140.0,135.0,129.14285714285714,165.63333333333333,47.143145742262575
2024-01-30,South,Electronics,176,136,0,0,2024,1,30,1,1,0,202.0,90.0,316.0,141.42857142857142,160.96666666666667,46.443001420584366
2024-01-31,South,Electronics,236,319,0,0,2024,1,31,2,1,0,176.0,81.0,231.0,163.57142857142858,161.13333333333333,49.668424385643675
2024-02-01,South,Electronics,262,152,0,0,2024,2,1,3,1,0,236.0,91.0,228.0,188.0,162.26666666666668,50.07660797884269
2024-02-02,South,Electronics,200,317,0,0,2024,2,2,4,1,0,262.0,146.0,67.0,195.71428571428572,166.7,46.56434360364291
2024-02-03,South,Electronics,294,211,0,0,2024,2,3,5,1,0,200.0,177.0,236.0,212.42857142857142,168.63333333333333,58.257637962351396
2024-02-04,South,Electronics,223,318,1,0,2024,2,4,6,1,0,294.0,117.0,74.0,227.57142857142858,173.6,40.339629575465125
2024-02-05,South,Electronics,229,179,0,0,2024,2,5,0,1,0,223.0,202.0,117.0,231.42857142857142,177.33333333333334,38.74642840683178
2024-02-06,South,Electronics,140,177,0,0,2024,2,6,1,1,0,229.0,176.0,177.0,226.28571428571428,176.1,48.49300391367249
2024-02-07,South,Electronics,166,93,0,0,2024,2,7,2,1,0,140.0,236.0,207.0,216.28571428571428,174.73333333333332,53.14983313148583
2024-02-08,South,Electronics,76,71,0,0,2024,2,8,3,1,0,166.0,262.0,332.0,189.71428571428572,166.2,70.23464075443675
2024-02-09,South,Electronics,161,212,0,0,2024,2,9,4,1,0,76.0,200.0,203.0,184.14285714285714,164.8,70.82708655928334
2024-02-10,South,Electronics,335,253,0,0,2024,2,10,5,1,0,161.0,294.0,116.0,190.0,172.1,82.20705565825858
2024-02-11,South,Electronics,231,254,0,0,2024,2,11,6,1,0,335.0,223.0,107.0,191.14285714285714,176.23333333333332,82.79579009311333
2024-02-12,South,Electronics,215,137,0,0,2024,2,12,0,1,0,231.0,229.0,196.0,189.14285714285714,176.86666666666667,81.89307779340216
2024-02-13,South,Electronics,254,147,0,0,2024,2,13,1,1,0,215.0,140.0,219.0,205.42857142857142,178.03333333333333,81.82676241682225
2024-02-14,South,Electronics,225,271,0,0,2024,2,14,2,1,0,254.0,166.0,98.0,213.85714285714286,182.26666666666668,80.10915172735396
2024-02-15,South,Electronics,137,78,0,0,2024,2,15,3,1,0,225.0,76.0,182.0,222.57142857142858,180.76666666666668,64.38907035322383
2024-02-16,South,Electronics,210,298,0,0,2024,2,16,4,1,0,137.0,161.0,105.0,229.57142857142858,184.26666666666668,59.01936728130642
2024-02-17,South,Electronics,334,371,0,0,2024,2,17,5,1,0,210.0,335.0,180.0,229.42857142857142,189.4,58.72210584001346
2024-02-18,South,Electronics,289,266,0,0,2024,2,18,6,1,0,334.0,231.0,203.0,237.71428571428572,192.26666666666668,62.922476868271204
2024-02-19,South,Electronics,184,172,0,0,2024,2,19,0,1,0,289.0,215.0,107.0,233.28571428571428,194.83333333333334,65.81214246047703
2024-02-20,South,Electronics,229,351,0,0,2024,2,20,1,1,0,184.0,254.0,224.0,229.71428571428572,195.0,65.17595232833035
2024-02-21,South,Electronics,258,196,0,0,2024,2,21,2,1,0,229.0,225.0,140.0,234.42857142857142,198.93333333333334,65.96680261782495
2024-02-22,South,Electronics,375,379,1,0,2024,2,22,3,1,0,258.0,137.0,90.0,268.42857142857144,208.43333333333334,68.66065623255977
2024-02-23,South,Electronics,152,199,0,0,2024,2,23,4,1,0,375.0,210.0,81.0,260.14285714285717,210.8,79.52657537248932
2024-02-24,South,Electronics,141,136,0,0,2024,2,24,5,1,0,152.0,334.0,91.0,232.57142857142858,212.46666666666667,83.03183554688974
2024-02-25,South,Electronics,136,94,0,0,2024,2,25,6,1,0,141.0,289.0,146.0,210.71428571428572,212.13333333333333,85.7937726677843
2024-02-26,South,Electronics,59,95,0,0,2024,2,26,0,1,0,136.0,184.0,177.0,192.85714285714286,208.2,103.46888191050265
2024-02-27,South,Electronics,281,137,0,0,2024,2,27,1,1,0,59.0,229.0,117.0,200.28571428571428,213.66666666666666,108.25235068381403
2024-02-28,South,Electronics,76,66,0,0,2024,2,28,2,1,0,281.0,258.0,202.0,174.28571428571428,209.46666666666667,113.79471910083575
2024-02-29,South,Electronics,122,62,0,0,2024,2,29,3,1,0,76.0,375.0,176.0,138.14285714285714,207.66666666666666,71.87820386234061
2024-03-01,South,Electronics,191,176,0,0,2024,3,1,4,1,0,122.0,152.0,236.0,143.71428571428572,206.16666666666666,74.59158640158265
2024-03-02,South,Electronics,189,117,0,0,2024,3,2,5,1,0,191.0,141.0,262.0,150.57142857142858,203.73333333333332,76.48280229972654
2024-03-03,South,Electronics,227,221,0,0,2024,3,3,6,1,0,189.0,136.0,200.0,163.57142857142858,204.63333333333333,81.1826277452206
2024-03-04,South,Electronics,149,156,0,0,2024,3,4,0,1,0,227.0,59.0,294.0,176.42857142857142,199.8,67.90153936118874
2024-03-05,South,Electronics,189,282,0,0,2024,3,5,1,1,0,149.0,281.0,223.0,163.28571428571428,198.66666666666666,51.1165801076791
2024-03-06,South,Electronics,158,185,0,0,2024,3,6,2,1,0,189.0,76.0,229.0,175.0,196.3,34.46254004954774
2024-03-07,South,Electronics,167,231,0,0,2024,3,7,3,1,0,158.0,122.0,140.0,181.42857142857142,197.2,26.114217984699398
2024-03-08,South,Electronics,445,480,1,0,2024,3,8,4,1,0,167.0,191.0,166.0,217.71428571428572,206.5,103.48383816763265
2024-03-09,South,Electronics,156,84,0,0,2024,3,9,5,1,0,445.0,189.0,76.0,213.0,209.16666666666666,105.7370953513163
2024-03-10,South,Electronics,255,191,0,0,2024,3,10,6,1,0,156.0,227.0,161.0,217.0,212.3,106.87843561729383
2024-03-11,South,Electronics,124,164,0,0,2024,3,11,0,1,0,255.0,149.0,335.0,213.42857142857142,205.26666666666668,109.90428736383491
2024-03-12,South,Electronics,212,264,0,0,2024,3,12,1,1,0,124.0,189.0,231.0,216.71428571428572,204.63333333333333,109.39487234435678
2024-03-13,South,Electronics,88,83,0,0,2024,3,13,2,1,0,212.0,158.0,215.0,206.71428571428572,200.4,118.47885083523606
2024-03-14,South,Electronics,165,99,0,0,2024,3,14,3,1,0,88.0,167.0,254.0,206.42857142857142,197.43333333333334,118.59294124983046
2024-03-15,South,Electronics,104,180,1,0,2024,3,15,4,1,0,165.0,445.0,225.0,157.71428571428572,193.4,59.650968937965324
2024-03-16,South,Electronics,291,260,0,0,2024,3,16,5,1,0,104.0,156.0,137.0,177.0,198.53333333333333,78.00427338721053
2024-03-17,South,Electronics,304,194,0,0,2024,3,17,6,1,0,291.0,255.0,210.0,184.0,201.66666666666666,87.75914007479041
2024-03-18,South,Electronics,208,177,1,0,2024,3,18,0,1,0,304.0,124.0,334.0,196.0,197.46666666666667,83.84310744877416
2024-03-19,South,Electronics,249,353,0,0,2024,3,19,1,1,0,208.0,212.0,289.0,201.28571428571428,196.13333333333333,86.1543465448578
2024-03-20,South,Electronics,313,168,0,0,2024,3,20,2,1,0,249.0,88.0,184.0,233.42857142857142,200.43333333333334,78.47474571023311
2024-03-21,South,Electronics,228,303,0,0,2024,3,21,3,1,0,313.0,165.0,229.0,242.42857142857142,200.4,72.72060034327104
2024-03-22,South,Electronics,128,123,0,0,2024,3,22,4,1,0,228.0,104.0,258.0,245.85714285714286,196.06666666666666,65.29274735483946
2024-03-23,South,Electronics,343,338,0,0,2024,3,23,5,1,0,128.0,291.0,375.0,253.28571428571428,195.0,73.70145698630932
2024-03-24,South,Electronics,337,333,0,0,2024,3,24,6,1,0,343.0,304.0,152.0,258.0,201.16666666666666,78.39217648039488
2024-03-25,South,Electronics,243,135,0,0,2024,3,25,0,1,0,337.0,208.0,141.0,263.0,204.56666666666666,75.74298647399668
2024-03-26,South,Electronics,78,67,0,0,2024,3,26,1,1,0,243.0,249.0,136.0,238.57142857142858,202.63333333333333,103.50017253263759
2024-03-27,South,Electronics,236,129,0,0,2024,3,27,2,1,0,78.0,313.0,59.0,227.57142857142858,208.53333333333333,98.22908113665939
2024-03-28,South,Electronics,98,113,0,0,2024,3,28,3,1,0,236.0,228.0,281.0,209.0,202.43333333333334,109.74819664425786
2024-03-29,South,Electronics,114,63,0,0,2024,3,29,4,1,0,98.0,128.0,76.0,207.0,203.7,111.58255538688246
2024-03-30,South,Electronics,287,317,0,0,2024,3,30,5,1,0,114.0,343.0,122.0,199.0,209.2,101.78408519999587
2024-03-31,South,Electronics,331,298,0,0,2024,3,31,6,1,0,287.0,337.0,191.0,198.14285714285714,213.86666666666667,100.4447253823857
2024-04-01,South,Electronics,219,260,0,0,2024,4,1,0,2,0,331.0,243.0,189.0,194.71428571428572,214.86666666666667,99.05842431904239
2024-04-02,South,Electronics,242,187,0,0,2024,4,2,1,2,0,219.0,78.0,227.0,218.14285714285714,215.36666666666667,85.29053986507658
2024-04-03,South,Electronics,93,86,0,0,2024,4,3,2,2,0,242.0,236.0,149.0,197.71428571428572,213.5,96.6673234788853
2024-04-04,South,Electronics,100,137,0,0,2024,4,4,3,2,0,93.0,98.0,189.0,198.0,210.53333333333333,96.32583592508651
2024-04-05,South,Electronics,113,171,0,0,2024,4,5,4,2,0,100.0,114.0,158.0,197.85714285714286,209.03333333333333,96.47180688579199
2024-04-06,South,Electronics,222,331,0,0,2024,4,6,5,2,0,113.0,287.0,167.0,188.57142857142858,210.86666666666667,89.32498184132139
2024-04-07,South,Electronics,179,95,0,0,2024,4,7,6,2,0,222.0,331.0,445.0,166.85714285714286,202.0,63.742786706755005
2024-04-08,South,Electronics,115,165,0,0,2024,4,8,0,2,0,179.0,219.0,156.0,152.0,200.63333333333333,61.649547173249104
2024-04-09,South,Electronics,83,68,0,0,2024,4,9,1,2,0,115.0,242.0,255.0,129.28571428571428,194.9,51.40270513541175
2024-04-10,South,Electronics,369,366,1,0,2024,4,10,2,2,0,83.0,93.0,124.0,168.71428571428572,203.06666666666666,100.92689480628096
2024-04-11,South,Electronics,264,214,0,0,2024,4,11,3,2,0,369.0,100.0,212.0,192.14285714285714,204.8,101.35158043732163
2024-04-12,South,Electronics,223,302,0,0,2024,4,12,4,2,0,264.0,113.0,88.0,207.85714285714286,209.3,95.38768014691178
2024-04-13,South,Electronics,320,422,0,0,2024,4,13,5,2,0,223.0,222.0,165.0,221.85714285714286,214.46666666666667,104.56007614672798
2024-04-14,South,Electronics,318,334,0,0,2024,4,14,6,2,0,320.0,179.0,104.0,241.71428571428572,221.6,108.19999119795774
2024-04-15,South,Electronics,280,405,0,0,2024,4,15,0,2,0,318.0,115.0,291.0,265.2857142857143,221.23333333333332,92.88292682316886
2024-04-16,South,Electronics,182,123,0,0,2024,4,16,1,2,0,280.0,83.0,304.0,279.42857142857144,217.16666666666666,63.339974589136304
2024-04-17,South,Electronics,117,66,0,0,2024,4,17,2,2,0,182.0,369.0,208.0,243.42857142857142,214.13333333333333,74.56508821796177
2024-04-18,South,Electronics,256,288,0,0,2024,4,18,3,2,0,117.0,264.0,249.0,242.28571428571428,214.36666666666667,74.25791604427191
2024-04-19,South,Electronics,159,153,0,0,2024,4,19,4,2,0,256.0,223.0,313.0,233.14285714285714,209.23333333333332,80.68958745593858
2024-04-20,South,Electronics,231,262,1,0,2024,4,20,5,2,0,159.0,320.0,228.0,220.42857142857142,209.33333333333334,71.1731624112564
2024-04-21,South,Electronics,324,496,0,0,2024,4,21,6,2,0,231.0,318.0,128.0,221.28571428571428,215.86666666666667,72.56655401701802
2024-04-22,South,Electronics,231,265,0,0,2024,4,22,0,2,0,324.0,280.0,343.0,214.28571428571428,212.13333333333333,68.1902101617585
2024-04-23,South,Electronics,375,411,1,0,2024,4,23,1,2,0,231.0,182.0,337.0,241.85714285714286,213.4,88.84898906089421
2024-04-24,South,Electronics,157,160,0,0,2024,4,24,2,2,0,375.0,117.0,243.0,247.57142857142858,210.53333333333333,80.36138613135307
2024-04-25,South,Electronics,183,230,0,0,2024,4,25,3,2,0,157.0,256.0,78.0,237.14285714285714,214.03333333333333,83.75047974276265
2024-04-26,South,Electronics,214,205,0,0,2024,4,26,4,2,0,183.0,159.0,236.0,245.0,213.3,77.54783470005279
2024-04-27,South,Electronics,276,253,0,0,2024,4,27,5,2,0,214.0,231.0,98.0,251.42857142857142,219.23333333333332,78.05736596217186
2024-04-28,South,Electronics,193,237,0,0,2024,4,28,6,2,0,276.0,324.0,114.0,232.71428571428572,221.86666666666667,73.31828850001524
2024-04-29,South,Electronics,281,217,0,0,2024,4,29,0,2,0,193.0,231.0,287.0,239.85714285714286,221.66666666666666,75.52577611082788
2024-04-30,South,Electronics,187,298,0,0,2024,4,30,1,2,0,281.0,375.0,331.0,213.0,216.86666666666667,47.79469984562476
2024-05-01,South,Electronics,159,98,0,0,2024,5,1,2,2,0,187.0,157.0,219.0,213.28571428571428,214.86666666666667,47.40855860044111
2024-05-02,South,Electronics,144,155,0,0,2024,5,2,3,2,0,159.0,183.0,242.0,207.71428571428572,211.6,53.465609774615466
2024-05-03,South,Electronics,165,159,0,0,2024,5,3,4,2,0,144.0,214.0,93.0,200.71428571428572,214.0,55.66780723097316
2024-05-04,South,Electronics,86,84,0,0,2024,5,4,5,2,0,165.0,276.0,100.0,173.57142857142858,213.53333333333333,59.058889093449736
2024-05-05,South,Electronics,73,57,0,0,2024,5,5,6,2,0,86.0,193.0,113.0,156.42857142857142,212.2,69.05036119349695
2024-05-06,South,Electronics,93,79,1,0,2024,5,6,0,2,0,73.0,281.0,222.0,129.57142857142858,207.9,44.83992693592449
2024-05-07,South,Electronics,108,146,0,0,2024,5,7,1,2,0,93.0,187.0,179.0,118.28571428571429,205.53333333333333,37.281426500400386
2024-05-08,South,Electronics,142,95,0,0,2024,5,8,2,2,0,108.0,159.0,115.0,115.85714285714286,206.43333333333334,34.647888687136245
2024-05-09,South,Electronics,192,127,1,0,2024,5,9,3,2,0,142.0,144.0,83.0,122.71428571428571,210.06666666666666,44.49612075119311
2024-05-10,South,Electronics,198,125,0,0,2024,5,10,4,2,0,192.0,165.0,369.0,127.42857142857143,204.36666666666667,50.99626503597146
2024-05-11,South,Electronics,296,362,0,0,2024,5,11,5,2,0,198.0,86.0,264.0,157.42857142857142,205.43333333333334,77.46366275628243
2024-05-12,South,Electronics,87,109,0,0,2024,5,12,6,2,0,296.0,73.0,223.0,159.42857142857142,200.9,75.06409959240874
2024-05-13,South,Electronics,176,265,0,0,2024,5,13,0,2,0,87.0,93.0,320.0,171.28571428571428,196.1,69.14408696269535
2024-05-14,South,Electronics,239,173,1,0,2024,5,14,1,2,0,176.0,108.0,318.0,190.0,193.46666666666667,66.85057965343324
2024-05-15,South,Electronics,221,226,1,0,2024,5,15,2,2,0,239.0,142.0,280.0,201.28571428571428,191.5,64.00446413002342
2024-05-16,South,Electronics,119,135,0,0,2024,5,16,3,2,0,221.0,192.0,182.0,190.85714285714286,189.4,71.30083817045593
2024-05-17,South,Electronics,274,335,0,0,2024,5,17,4,2,0,119.0,198.0,117.0,201.71428571428572,194.63333333333333,78.03784185832401
2024-05-18,South,Electronics,233,323,0,0,2024,5,18,5,2,0,274.0,296.0,256.0,192.71428571428572,193.86666666666667,68.38789923593782
2024-05-19,South,Electronics,215,134,0,0,2024,5,19,6,2,0,233.0,87.0,159.0,211.0,195.73333333333332,50.06995106848049
2024-05-20,South,Electronics,135,124,0,0,2024,5,20,0,2,0,215.0,176.0,231.0,205.14285714285714,192.53333333333333,56.7932759266114
2024-05-21,South,Electronics,141,147,0,0,2024,5,21,1,2,0,135.0,239.0,324.0,191.14285714285714,186.43333333333334,59.08871457796498
2024-05-22,South,Electronics,168,91,0,0,2024,5,22,2,2,0,141.0,221.0,231.0,183.57142857142858,184.33333333333334,58.01108268499849
2024-05-23,South,Electronics,264,363,0,0,2024,5,23,3,2,0,168.0,119.0,375.0,204.28571428571428,180.63333333333333,56.99039183849141
2024-05-24,South,Electronics,94,91,0,0,2024,5,24,4,2,0,264.0,274.0,157.0,178.57142857142858,178.53333333333333,60.77515156393328
2024-05-25,South,Electronics,208,223,0,0,2024,5,25,5,2,0,94.0,233.0,183.0,175.0,179.36666666666667,57.700375504266404
2024-05-26,South,Electronics,230,301,0,0,2024,5,26,6,2,0,208.0,215.0,214.0,177.14285714285714,179.9,59.67810478287832
2024-05-27,South,Electronics,345,413,1,0,2024,5,27,0,2,0,230.0,135.0,276.0,207.14285714285714,182.2,83.13528847893787
2024-05-28,South,Electronics,180,156,0,0,2024,5,28,1,2,0,345.0,141.0,193.0,212.71428571428572,181.76666666666668,79.17641543985681
2024-05-29,South,Electronics,126,81,0,0,2024,5,29,2,2,0,180.0,168.0,281.0,206.71428571428572,176.6,84.5393681186747
2024-05-30,South,Electronics,117,66,0,0,2024,5,30,3,2,0,126.0,264.0,187.0,185.71428571428572,174.26666666666668,86.17949153890838
2024-05-31,South,Electronics,244,157,0,0,2024,5,31,4,2,0,117.0,94.0,159.0,207.14285714285714,177.1,77.81694025388187
2024-06-01,South,Electronics,273,279,0,0,2024,6,1,5,2,0,244.0,208.0,144.0,216.42857142857142,181.4,81.71669993103663
2024-06-02,South,Electronics,243,127,0,0,2024,6,2,6,2,0,273.0,230.0,165.0,218.28571428571428,184.0,82.22269412134015
2024-06-03,South,Electronics,132,159,0,0,2024,6,3,0,2,0,243.0,345.0,86.0,187.85714285714286,185.53333333333333,65.15476081717188
2024-06-04,South,Electronics,183,99,0,0,2024,6,4,1,2,0,132.0,180.0,73.0,188.28571428571428,189.2,65.10431190460005
2024-06-05,South,Electronics,179,129,0,0,2024,6,5,2,2,0,183.0,126.0,93.0,195.85714285714286,192.06666666666666,59.49349704359473
2024-06-06,South,Electronics,128,176,0,0,2024,6,6,3,2,0,179.0,117.0,108.0,197.42857142857142,192.73333333333332,57.16309165553481
2024-06-07,South,Electronics,191,181,0,0,2024,6,7,4,2,0,128.0,244.0,142.0,189.85714285714286,194.36666666666667,53.34925357624864
2024-06-08,South,Electronics,295,199,1,0,2024,6,8,5,2,0,191.0,273.0,192.0,193.0,197.8,59.371710435189776
2024-06-09,South,Electronics,229,213,0,0,2024,6,9,6,2,0,295.0,243.0,198.0,191.0,198.83333333333334,57.61654854871722
2024-06-10,South,Electronics,202,104,0,0,2024,6,10,0,2,0,229.0,132.0,296.0,201.0,195.7,51.410115736108075
2024-06-11,South,Electronics,101,68,0,0,2024,6,11,1,2,0,202.0,183.0,87.0,189.28571428571428,196.16666666666666,63.996651698127536
2024-06-12,South,Electronics,78,49,0,0,2024,6,12,2,2,0,101.0,179.0,176.0,174.85714285714286,192.9,76.80587775126897
2024-06-13,South,Electronics,202,162,0,0,2024,6,13,3,2,0,78.0,128.0,239.0,185.42857142857142,191.66666666666666,74.33450778487114
2024-06-14,South,Electronics,106,77,0,0,2024,6,14,4,2,0,202.0,191.0,221.0,173.28571428571428,187.83333333333334,79.9994047596904
2024-06-15,South,Electronics,129,153,0,0,2024,6,15,5,2,0,106.0,295.0,119.0,149.57142857142858,188.16666666666666,60.01349054686829
2024-06-16,South,Electronics,95,88,0,0,2024,6,16,6,2,0,129.0,229.0,274.0,130.42857142857142,182.2,51.175701079246345
2024-06-17,South,Electronics,126,90,0,0,2024,6,17,0,2,0,95.0,202.0,233.0,119.57142857142857,178.63333333333333,40.38505145412558
2024-06-18,South,Electronics,202,214,0,0,2024,6,18,1,2,0,126.0,101.0,215.0,134.0,178.2,49.62862077471019
2024-06-19,South,Electronics,172,192,0,0,2024,6,19,2,2,0,202.0,78.0,135.0,147.42857142857142,179.43333333333334,44.39165515746231
2024-06-20,South,Electronics,211,226,0,0,2024,6,20,3,2,0,172.0,202.0,141.0,148.71428571428572,181.76666666666668,46.323911340740274
2024-06-21,South,Electronics,158,157,0,0,2024,6,21,4,2,0,211.0,106.0,168.0,156.14285714285714,181.43333333333334,42.329771128716615
2024-06-22,South,Electronics,174,227,0,0,2024,6,22,5,2,0,158.0,129.0,264.0,162.57142857142858,178.43333333333334,40.91396315382306
2024-06-23,South,Electronics,163,111,0,0,2024,6,23,6,2,0,174.0,95.0,94.0,172.28571428571428,180.73333333333332,28.33557414108239
2024-06-24,South,Electronics,144,152,0,0,2024,6,24,0,2,0,163.0,126.0,208.0,174.85714285714286,178.6,23.905568189779693
2024-06-25,South,Electronics,192,170,0,0,2024,6,25,1,2,0,144.0,202.0,230.0,173.42857142857142,177.33333333333334,22.255015486081557
2024-06-26,South,Electronics,86,67,0,0,2024,6,26,2,2,0,192.0,172.0,345.0,161.14285714285714,168.7,39.91001783775014
2024-06-27,South,Electronics,213,204,0,0,2024,6,27,3,2,0,86.0,211.0,180.0,161.42857142857142,169.8,40.33136555609118
2024-06-28,South,Electronics,229,186,0,0,2024,6,28,4,2,0,213.0,158.0,126.0,171.57142857142858,173.23333333333332,47.59851938473572
2024-06-29,South,Electronics,296,367,0,0,2024,6,29,5,2,0,229.0,174.0,117.0,189.0,179.2,67.0124366566885
2024-06-30,South,Electronics,214,195,1,0,2024,6,30,6,2,0,296.0,163.0,244.0,196.28571428571428,178.2,66.48487117561497
